airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Air Asia,2019-06-06,Kolkata,Banglore,19:55:00,22:25:00,150,0,No Info,4508
Jet Airways,2019-03-15,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,In-flight meal not included,4160
Spicejet,2019-05-15,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Indigo,2019-03-21,Kolkata,Banglore,17:15:00,19:55:00,160,0,No Info,4148
Air India,2019-05-18,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,10191
Air India,2019-04-18,Delhi,Cochin,18:05:00,21:10:00,185,0,No Info,8246
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,04:40:00,730,1,In-flight meal not included,10844
Indigo,2019-03-24,Banglore,New Delhi,08:30:00,11:30:00,180,0,No Info,6144
Vistara,2019-03-12,Mumbai,Hyderabad,19:45:00,19:55:00,1450,1,No Info,12080
Vistara,2019-04-15,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,5613
Air India,2019-03-01,Banglore,New Delhi,11:50:00,08:55:00,1265,1,1 Long layover,14594
Jet Airways,2019-03-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,2228
Vistara,2019-04-21,Delhi,Cochin,14:40:00,17:50:00,190,0,No Info,6741
Air Asia,2019-03-24,Banglore,New Delhi,23:25:00,02:10:00,165,0,No Info,3383
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,21:05:00,1480,1,No Info,13067
Jet Airways,2019-06-09,Delhi,Cochin,19:45:00,12:35:00,1010,1,In-flight meal not included,10577
Jet Airways,2019-06-03,Delhi,Cochin,10:00:00,19:00:00,540,1,In-flight meal not included,10262
Vistara,2019-04-01,Kolkata,Banglore,20:20:00,09:05:00,765,1,No Info,7980
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,09:20:00,1010,1,In-flight meal not included,9663
Indigo,2019-04-01,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4174
Indigo,2019-03-03,Delhi,Cochin,04:55:00,16:10:00,675,1,No Info,8513
Air Asia,2019-04-21,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,4409
Indigo,2019-05-18,Kolkata,Banglore,06:20:00,10:20:00,240,1,No Info,4226
Multiple Carriers,2019-05-18,Delhi,Cochin,07:00:00,21:00:00,840,1,No Info,8073
Indigo,2019-03-09,Kolkata,Banglore,15:20:00,17:55:00,155,0,No Info,4148
Spicejet,2019-04-15,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,3873
Air India,2019-05-09,Kolkata,Banglore,10:00:00,05:25:00,1165,2,No Info,14424
Jet Airways,2019-06-24,Delhi,Cochin,21:50:00,04:25:00,395,1,In-flight meal not included,10262
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,00:45:00,640,1,In-flight meal not included,13502
Indigo,2019-06-09,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3749
Spicejet,2019-03-24,Kolkata,Banglore,17:15:00,19:45:00,150,0,No Info,6461
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,16:20:00,1150,1,In-flight meal not included,10031
Air India,2019-04-06,Delhi,Cochin,05:10:00,08:00:00,170,0,No Info,4729
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,12:00:00,1025,1,In-flight meal not included,8529
Jet Airways,2019-05-24,Delhi,Cochin,11:40:00,19:00:00,440,2,No Info,21219
Multiple Carriers,2019-06-09,Delhi,Cochin,11:40:00,01:30:00,830,1,No Info,6795
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,12:35:00,425,2,In-flight meal not included,13344
Air India,2019-03-24,Kolkata,Banglore,20:30:00,08:55:00,745,1,No Info,12173
Jet Airways,2019-05-09,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No Info,5678
Multiple Carriers,2019-03-27,Delhi,Cochin,07:10:00,22:20:00,910,1,No Info,6145
Multiple Carriers,2019-06-27,Delhi,Cochin,11:30:00,19:15:00,465,1,No Info,14848
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,18:00:00,505,1,No Info,14676
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,23:35:00,570,1,No Info,14781
Spicejet,2019-04-03,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No check-in baggage included,1965
Air India,2019-03-24,Banglore,New Delhi,06:10:00,08:55:00,165,0,No Info,4441
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,12:35:00,1320,2,No Info,13376
Jet Airways,2019-05-18,Delhi,Cochin,15:00:00,04:25:00,805,1,In-flight meal not included,12373
Jet Airways,2019-03-03,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No Info,5678
Multiple Carriers,2019-03-21,Delhi,Cochin,15:00:00,01:35:00,635,1,No Info,13542
Indigo,2019-06-03,Delhi,Cochin,06:40:00,21:00:00,860,1,No Info,6093
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,04:25:00,1375,2,In-flight meal not included,10368
Indigo,2019-03-03,Chennai,Kolkata,05:15:00,07:35:00,140,0,No Info,6482
Jet Airways,2019-05-09,Delhi,Cochin,19:15:00,12:35:00,1040,1,In-flight meal not included,12373
Air Asia,2019-05-18,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,5645
Vistara,2019-05-15,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,4878
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,04:40:00,1330,1,In-flight meal not included,8586
Indigo,2019-03-27,Delhi,Cochin,14:20:00,22:20:00,480,1,No Info,6938
Jet Airways,2019-06-24,Delhi,Cochin,16:00:00,12:35:00,1235,1,In-flight meal not included,10262
Jet Airways,2019-06-12,Kolkata,Banglore,10:20:00,17:35:00,435,1,No Info,8355
Jet Airways,2019-06-27,Delhi,Cochin,18:15:00,19:00:00,1485,1,In-flight meal not included,10262
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,12:00:00,1025,1,In-flight meal not included,10844
Spicejet,2019-05-06,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3573
Air India,2019-05-18,Kolkata,Banglore,12:00:00,18:30:00,1830,2,No Info,10361
Air Asia,2019-06-09,Delhi,Cochin,07:55:00,15:45:00,470,1,No Info,8759
Air India,2019-05-15,Kolkata,Banglore,16:45:00,08:55:00,970,2,No Info,14960
Indigo,2019-03-09,Delhi,Cochin,16:00:00,21:00:00,300,1,No Info,7725
Jet Airways,2019-05-27,Delhi,Cochin,05:30:00,12:35:00,425,2,In-flight meal not included,15544
Indigo,2019-06-18,Banglore,Delhi,10:10:00,13:00:00,170,0,No Info,3943
Jet Airways,2019-05-27,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,3502
Air India,2019-03-06,Delhi,Cochin,05:55:00,19:15:00,800,2,No Info,13748
Indigo,2019-06-27,Delhi,Cochin,05:10:00,10:05:00,295,1,No Info,6496
Air India,2019-05-15,Delhi,Cochin,19:45:00,19:15:00,1410,2,No Info,11491
Indigo,2019-06-18,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Air India,2019-06-06,Delhi,Cochin,05:15:00,19:15:00,2280,3,No Info,10703
Multiple Carriers,2019-05-01,Delhi,Cochin,10:20:00,19:00:00,520,1,No Info,9794
Jet Airways,2019-03-09,Delhi,Cochin,00:20:00,04:25:00,1685,1,No Info,15029
Multiple Carriers,2019-05-15,Delhi,Cochin,13:00:00,21:00:00,480,1,No Info,8073
Indigo,2019-06-24,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,11:25:00,1280,1,In-flight meal not included,13712
Spicejet,2019-05-12,Kolkata,Banglore,11:35:00,18:50:00,435,1,No Info,8479
Jet Airways,2019-06-15,Delhi,Cochin,02:15:00,19:00:00,1005,1,In-flight meal not included,10262
Indigo,2019-05-03,Chennai,Kolkata,05:15:00,07:40:00,145,0,No Info,3850
Indigo,2019-04-27,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Indigo,2019-03-21,Kolkata,Banglore,20:25:00,23:05:00,160,0,No Info,4462
Spicejet,2019-04-12,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,4885
Vistara,2019-06-12,Kolkata,Banglore,20:20:00,10:45:00,865,1,No Info,8452
Multiple Carriers,2019-06-03,Delhi,Cochin,07:10:00,16:10:00,540,1,No Info,7878
Indigo,2019-04-06,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4174
Jet Airways,2019-04-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No Info,8040
Air India,2019-06-12,Kolkata,Banglore,14:35:00,14:35:00,1440,1,No Info,6528
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,20:20:00,1640,1,No Info,8820
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,10:25:00,930,1,No Info,13817
Indigo,2019-03-21,Delhi,Cochin,06:40:00,16:10:00,570,1,No Info,6558
Jet Airways,2019-06-03,Delhi,Cochin,05:30:00,19:00:00,810,2,No Info,13292
Indigo,2019-06-24,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4804
Indigo,2019-06-09,Kolkata,Banglore,08:10:00,13:00:00,290,1,No Info,5069
Indigo,2019-06-03,Delhi,Cochin,15:00:00,01:30:00,630,1,No Info,6104
Indigo,2019-04-03,Banglore,Delhi,21:15:00,00:15:00,180,0,No Info,3943
Jet Airways,2019-04-18,Banglore,Delhi,15:15:00,18:10:00,175,0,No Info,7229
Spicejet,2019-05-24,Chennai,Kolkata,08:20:00,10:35:00,135,0,No Info,3597
Air India,2019-04-01,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4460
Jet Airways,2019-03-21,Delhi,Cochin,18:25:00,18:50:00,1465,2,No Info,12347
Air India,2019-05-18,Delhi,Cochin,10:55:00,19:15:00,500,2,No Info,13486
Jet Airways,2019-06-03,Delhi,Cochin,19:15:00,19:00:00,1425,1,In-flight meal not included,10262
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,18:15:00,1545,1,In-flight meal not included,10844
Indigo,2019-06-01,Chennai,Kolkata,14:45:00,17:05:00,140,0,No Info,3597
Indigo,2019-06-06,Delhi,Cochin,16:00:00,21:00:00,300,1,No Info,6069
Indigo,2019-03-06,Delhi,Cochin,06:40:00,22:20:00,940,1,No Info,6442
Multiple Carriers,2019-03-27,Delhi,Cochin,07:10:00,21:20:00,850,2,No Info,6197
Jet Airways,2019-04-24,Banglore,Delhi,11:10:00,14:05:00,175,0,In-flight meal not included,4544
Jet Airways,2019-05-09,Delhi,Cochin,05:30:00,19:00:00,810,2,In-flight meal not included,13029
Air Asia,2019-06-24,Delhi,Cochin,16:45:00,22:25:00,340,1,No Info,6752
Multiple Carriers,2019-03-03,Delhi,Cochin,09:10:00,18:50:00,580,1,No Info,15135
Spicejet,2019-05-09,Kolkata,Banglore,06:55:00,09:30:00,155,0,No Info,3873
Jet Airways,2019-05-09,Banglore,Delhi,15:15:00,18:10:00,175,0,No Info,7229
Jet Airways,2019-03-03,Delhi,Cochin,05:25:00,04:25:00,2820,2,No Info,20064
Jet Airways,2019-05-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,In-flight meal not included,4995
Indigo,2019-03-15,Mumbai,Hyderabad,19:05:00,20:30:00,85,0,No Info,2754
Indigo,2019-03-15,Kolkata,Banglore,14:20:00,16:55:00,155,0,No Info,4778
Jet Airways,2019-05-12,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,4544
Air India,2019-03-03,Banglore,New Delhi,06:55:00,13:20:00,385,1,No Info,10924
Air India,2019-05-06,Kolkata,Banglore,05:50:00,13:15:00,445,2,No Info,7662
Indigo,2019-03-09,Delhi,Cochin,05:05:00,10:05:00,300,1,No Info,8147
Air India,2019-05-18,Kolkata,Banglore,07:00:00,01:20:00,1100,2,No Info,13873
Air Asia,2019-06-18,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,3807
Air India,2019-06-12,Delhi,Cochin,12:00:00,07:40:00,1180,2,No Info,8603
Multiple Carriers,2019-06-15,Delhi,Cochin,18:15:00,01:30:00,435,1,No Info,13377
Air India,2019-05-18,Banglore,Delhi,17:00:00,19:45:00,165,0,No Info,7171
Jet Airways,2019-06-06,Banglore,Delhi,06:00:00,08:45:00,165,0,No Info,8016
Indigo,2019-05-15,Delhi,Cochin,11:55:00,22:30:00,635,1,No Info,6442
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,04:40:00,1375,1,In-flight meal not included,8586
Spicejet,2019-06-01,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No check-in baggage included,1965
Jet Airways,2019-05-21,Kolkata,Banglore,14:05:00,19:50:00,345,1,In-flight meal not included,10844
Indigo,2019-03-06,Delhi,Cochin,14:30:00,17:35:00,185,0,No Info,7673
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,12:35:00,425,2,No Info,16274
Air India,2019-04-09,Delhi,Cochin,20:30:00,08:15:00,705,1,No Info,5683
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,23:35:00,570,1,In-flight meal not included,8586
Indigo,2019-06-09,Kolkata,Banglore,20:20:00,22:55:00,155,0,No Info,4804
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,09:20:00,865,1,In-flight meal not included,9663
Indigo,2019-06-24,Delhi,Cochin,18:35:00,01:30:00,415,1,No Info,5883
Goair,2019-05-18,Delhi,Cochin,07:25:00,13:35:00,370,1,No Info,6296
Jet Airways,2019-06-06,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,8016
Vistara,2019-04-12,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,5613
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,08:15:00,800,1,No Info,13817
Indigo,2019-05-21,Delhi,Cochin,06:50:00,12:10:00,320,1,No Info,5530
Air India,2019-03-21,Delhi,Cochin,10:00:00,19:15:00,555,1,No Info,7934
Multiple Carriers,2019-03-21,Delhi,Cochin,09:45:00,16:10:00,385,1,No Info,7242
Vistara,2019-06-06,Kolkata,Banglore,07:10:00,20:20:00,790,1,No Info,8610
Jet Airways,2019-03-06,Banglore,New Delhi,22:50:00,20:20:00,1290,1,No Info,17471
Jet Airways,2019-06-18,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,5769
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,16:20:00,1150,1,In-flight meal not included,10844
Air India,2019-03-24,Kolkata,Banglore,09:50:00,21:05:00,675,1,No Info,7795
Vistara,2019-03-03,Banglore,New Delhi,06:40:00,10:25:00,1665,1,No Info,12476
Air India,2019-03-21,Banglore,New Delhi,08:15:00,08:50:00,1475,1,No Info,4943
Indigo,2019-03-18,Mumbai,Hyderabad,06:20:00,07:45:00,85,0,No Info,3342
Air India,2019-03-15,Banglore,New Delhi,10:30:00,22:55:00,745,1,No Info,6383
Multiple Carriers,2019-06-27,Delhi,Cochin,09:45:00,16:10:00,385,1,No Info,9646
Indigo,2019-06-24,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,3943
Spicejet,2019-03-18,Mumbai,Hyderabad,22:45:00,00:10:00,85,0,No Info,2017
Indigo,2019-03-09,Banglore,New Delhi,19:30:00,00:40:00,310,1,No Info,7280
Indigo,2019-06-27,Chennai,Kolkata,11:35:00,14:00:00,145,0,No Info,3858
Jet Airways,2019-03-09,Banglore,New Delhi,08:55:00,15:55:00,420,2,No Info,23001
Air Asia,2019-06-09,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,5645
Indigo,2019-04-24,Kolkata,Banglore,19:35:00,00:10:00,275,1,No Info,4860
Jet Airways,2019-06-27,Delhi,Cochin,09:25:00,04:25:00,1140,2,No Info,13882
Multiple Carriers,2019-05-09,Delhi,Cochin,11:30:00,21:00:00,570,1,No Info,13727
Air India,2019-03-18,Banglore,New Delhi,10:30:00,17:45:00,435,2,No Info,13261
Goair,2019-06-15,Delhi,Cochin,07:00:00,12:55:00,355,1,No Info,5281
Indigo,2019-06-06,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No Info,2754
Indigo,2019-06-15,Mumbai,Hyderabad,19:05:00,20:35:00,90,0,No Info,2754
Indigo,2019-03-06,Chennai,Kolkata,07:55:00,10:15:00,140,0,No Info,7295
Vistara,2019-06-18,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,4878
Indigo,2019-05-03,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4804
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,10:05:00,1055,1,In-flight meal not included,8529
Indigo,2019-05-27,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No Info,3175
Jet Airways,2019-03-09,Delhi,Cochin,17:25:00,18:50:00,1525,1,In-flight meal not included,14053
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,10:05:00,910,1,No Info,14388
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,23:25:00,570,1,In-flight meal not included,11134
Jet Airways,2019-03-21,Mumbai,Hyderabad,07:10:00,08:35:00,85,0,In-flight meal not included,4160
Indigo,2019-05-21,Delhi,Cochin,08:30:00,21:00:00,750,1,No Info,7318
Indigo,2019-03-03,Delhi,Cochin,06:40:00,12:00:00,320,1,No Info,9304
Indigo,2019-03-03,Delhi,Cochin,07:30:00,15:30:00,480,1,No Info,14871
Spicejet,2019-06-15,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No Info,2753
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,16:20:00,1285,1,In-flight meal not included,10844
Spicejet,2019-04-24,Kolkata,Banglore,09:00:00,11:25:00,145,0,No Info,4174
Multiple Carriers,2019-05-27,Delhi,Cochin,15:00:00,01:30:00,630,1,In-flight meal not included,6943
Indigo,2019-05-12,Chennai,Kolkata,22:05:00,00:25:00,140,0,No Info,5277
Spicejet,2019-04-27,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3841
Indigo,2019-05-21,Delhi,Cochin,11:55:00,18:10:00,375,1,No Info,6442
Air India,2019-06-12,Chennai,Kolkata,11:40:00,13:55:00,135,0,No Info,4667
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,20:45:00,740,1,In-flight meal not included,10844
Spicejet,2019-06-06,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No check-in baggage included,1965
Jet Airways,2019-04-24,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,4544
Jet Airways,2019-05-01,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,4030
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,18:50:00,700,1,No Info,9555
Indigo,2019-03-15,Banglore,New Delhi,13:40:00,18:35:00,295,1,No Info,7166
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,19:00:00,360,1,No Info,14714
Multiple Carriers,2019-05-18,Delhi,Cochin,09:45:00,16:10:00,385,1,No Info,9646
Goair,2019-04-09,Banglore,Delhi,07:45:00,10:40:00,175,0,No Info,4632
Jet Airways,2019-06-24,Delhi,Cochin,11:40:00,19:00:00,440,2,In-flight meal not included,15812
Air India,2019-05-12,Kolkata,Banglore,09:25:00,21:50:00,745,1,No Info,8891
Multiple Carriers,2019-06-03,Delhi,Cochin,06:40:00,19:00:00,740,1,No Info,10877
Jet Airways,2019-06-06,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,6478
Multiple Carriers,2019-06-06,Delhi,Cochin,11:25:00,19:00:00,455,1,No Info,10877
Goair,2019-06-12,Delhi,Cochin,07:25:00,13:35:00,370,1,No Info,5842
Air Asia,2019-05-27,Delhi,Cochin,07:55:00,15:45:00,470,1,No Info,6451
Vistara,2019-05-18,Kolkata,Banglore,07:10:00,18:50:00,700,1,No Info,9345
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,12:25:00,400,1,No Info,22270
Goair,2019-06-12,Banglore,Delhi,07:45:00,10:40:00,175,0,No Info,3419
Multiple Carriers,2019-03-27,Delhi,Cochin,02:15:00,15:30:00,795,1,No Info,12327
Spicejet,2019-04-09,Kolkata,Banglore,22:20:00,00:40:00,140,0,No check-in baggage included,3841
Multiple Carriers,2019-05-21,Delhi,Cochin,04:55:00,19:15:00,860,1,No Info,7575
Multiple Carriers,2019-06-24,Delhi,Cochin,17:45:00,01:30:00,465,1,In-flight meal not included,5797
Multiple Carriers,2019-05-15,Delhi,Cochin,07:10:00,22:30:00,920,1,No Info,6513
Air India,2019-05-18,Delhi,Cochin,18:45:00,19:15:00,1470,2,No Info,12940
Indigo,2019-04-06,Kolkata,Banglore,11:30:00,14:05:00,155,0,No Info,4174
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,09:30:00,1475,1,No Info,17261
Air India,2019-06-15,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,9929
Jet Airways,2019-06-12,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,3210
Indigo,2019-06-06,Delhi,Cochin,06:50:00,16:10:00,560,1,No Info,6674
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,09:20:00,730,1,In-flight meal not included,9663
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,23:35:00,395,1,In-flight meal not included,13994
Indigo,2019-06-21,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,4823
Air India,2019-06-12,Delhi,Cochin,20:40:00,09:25:00,765,1,No Info,7480
Air India,2019-05-09,Delhi,Cochin,14:25:00,19:15:00,1730,2,No Info,13591
Air India,2019-06-09,Kolkata,Banglore,09:25:00,07:55:00,1350,1,No Info,8366
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,19:25:00,2245,2,No Info,13904
Indigo,2019-03-06,Chennai,Kolkata,14:40:00,17:05:00,145,0,No Info,7295
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,19:00:00,1270,1,In-flight meal not included,12898
Goair,2019-05-24,Kolkata,Banglore,23:30:00,07:45:00,495,1,No Info,7335
Indigo,2019-04-18,Kolkata,Banglore,20:20:00,22:55:00,155,0,No Info,4174
Indigo,2019-03-15,Delhi,Cochin,14:30:00,17:35:00,185,0,No Info,5895
Air India,2019-03-06,Banglore,New Delhi,11:50:00,19:50:00,480,1,No Info,14594
Multiple Carriers,2019-05-27,Delhi,Cochin,03:50:00,12:35:00,525,1,No Info,10197
Jet Airways,2019-03-21,Delhi,Cochin,05:40:00,04:25:00,1365,2,In-flight meal not included,9181
Indigo,2019-06-12,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4804
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,19:10:00,575,1,In-flight meal not included,12384
Goair,2019-04-15,Delhi,Cochin,07:00:00,12:55:00,355,1,No Info,6195
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,12:00:00,1315,1,In-flight meal not included,9663
Jet Airways,2019-06-01,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,In-flight meal not included,3210
Air India,2019-03-09,Delhi,Cochin,21:40:00,07:40:00,600,1,No Info,13832
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,09:20:00,800,1,In-flight meal not included,10844
Indigo,2019-06-18,Chennai,Kolkata,19:35:00,21:55:00,140,0,No Info,3597
Spicejet,2019-06-24,Delhi,Cochin,08:45:00,13:15:00,270,1,No Info,4812
Indigo,2019-03-06,Delhi,Cochin,08:35:00,16:10:00,455,1,No Info,7514
Indigo,2019-04-01,Kolkata,Banglore,19:35:00,23:15:00,220,1,No Info,4226
Vistara,2019-04-24,Banglore,Delhi,17:00:00,19:35:00,155,0,No Info,5613
Indigo,2019-03-18,Chennai,Kolkata,11:35:00,14:00:00,145,0,No Info,3858
Jet Airways,2019-06-18,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No Info,8040
Indigo,2019-03-24,Kolkata,Banglore,15:10:00,19:50:00,280,1,No Info,7476
Jet Airways,2019-03-06,Mumbai,Hyderabad,07:10:00,08:35:00,85,0,No Info,9536
Indigo,2019-03-06,Delhi,Cochin,07:30:00,21:00:00,810,1,No Info,14871
Jet Airways,2019-06-09,Kolkata,Banglore,10:20:00,17:35:00,435,1,In-flight meal not included,5608
Indigo,2019-05-09,Kolkata,Banglore,20:20:00,22:55:00,155,0,No Info,4804
Air India,2019-03-27,Delhi,Cochin,20:30:00,08:15:00,705,1,No Info,5998
Spicejet,2019-04-03,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,3919
Indigo,2019-04-15,Delhi,Cochin,14:25:00,17:40:00,195,0,No Info,6015
Multiple Carriers,2019-06-01,Delhi,Cochin,09:45:00,22:30:00,765,1,No Info,9646
Air India,2019-05-24,Kolkata,Banglore,07:00:00,01:20:00,1100,2,No Info,14083
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,18:15:00,705,1,In-flight meal not included,10844
Vistara,2019-03-06,Mumbai,Hyderabad,11:55:00,09:25:00,1290,1,No Info,12395
Indigo,2019-03-24,Mumbai,Hyderabad,19:05:00,20:30:00,85,0,No Info,2754
Spicejet,2019-05-21,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3573
Jet Airways,2019-03-06,Delhi,Cochin,17:30:00,19:45:00,1575,1,No Info,17024
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,16:20:00,475,1,No Info,12996
Goair,2019-06-15,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,3898
Jet Airways,2019-03-21,Delhi,Cochin,18:20:00,04:25:00,2045,2,No Info,13082
Multiple Carriers,2019-06-27,Delhi,Cochin,18:00:00,01:30:00,450,1,No Info,7198
Jet Airways,2019-03-01,Banglore,New Delhi,05:45:00,18:25:00,760,1,No Info,26890
Jet Airways,2019-05-21,Delhi,Cochin,11:30:00,19:00:00,450,1,No Info,16079
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,19:00:00,300,1,No Info,15554
Jet Airways,2019-06-24,Delhi,Cochin,11:40:00,19:00:00,440,2,No Info,18804
Jet Airways,2019-05-06,Banglore,Delhi,15:15:00,18:10:00,175,0,No Info,7229
Spicejet,2019-03-27,Kolkata,Banglore,17:15:00,19:45:00,150,0,No check-in baggage included,3815
Jet Airways,2019-06-03,Banglore,Delhi,17:45:00,20:45:00,180,0,In-flight meal not included,6478
Air India,2019-05-09,Delhi,Cochin,05:00:00,07:40:00,1600,2,No Info,11281
Air India,2019-04-01,Kolkata,Banglore,09:25:00,10:30:00,1505,2,No Info,12009
Jet Airways,2019-05-24,Kolkata,Banglore,08:25:00,20:45:00,740,1,In-flight meal not included,10844
Indigo,2019-06-18,Kolkata,Banglore,17:15:00,19:50:00,155,0,No Info,4804
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,16:20:00,635,1,No Info,14781
Jet Airways,2019-05-03,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,5198
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,12:00:00,1170,1,In-flight meal not included,10844
Air India,2019-05-12,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4880
Vistara,2019-03-27,Delhi,Cochin,06:00:00,09:10:00,190,0,No Info,4851
Jet Airways,2019-04-06,Banglore,Delhi,19:50:00,22:50:00,180,0,In-flight meal not included,4544
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,10:25:00,1220,1,No Info,20800
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,18:15:00,1545,1,In-flight meal not included,7064
Air India,2019-06-03,Delhi,Cochin,19:00:00,07:40:00,760,1,No Info,8372
Multiple Carriers,2019-06-24,Delhi,Cochin,10:35:00,19:00:00,505,1,No Info,10678
